,Landing,Date,Boat,Trip Type,Anglers,Fish Count
1235,dana-wharf-sportfishing,2019-05-31,Clemente,1/2 Day AM,31,"52 Calico Bass Released, 12 Calico Bass, 2 Sand Bass"
1236,dana-wharf-sportfishing,2019-05-31,Sum Fun,3/4 Day,32,"152 Vermilion Rockfish, 52 Rockfish, 20 Whitefish, 18 Sculpin"
1237,dana-wharf-sportfishing,2019-06-01,Clemente,1/2 Day AM,40,"120 Calico Bass Released, 5 Calico Bass, 2 Sculpin, 2 Sheephead, 1 Whitefish"
1238,dana-wharf-sportfishing,2019-06-01,Clemente,1/2 Day PM,47,"110 Calico Bass Released, 4 Calico Bass, 1 Sand Bass"
1239,dana-wharf-sportfishing,2019-06-01,Clemente,1/2 Day Twilight,30,"15 Calico Bass Released, 2 Calico Bass"
1240,dana-wharf-sportfishing,2019-06-01,Fury,Overnight,30,"25 Calico Bass Released, 24 Calico Bass, 23 Whitefish, 23 Sheephead, 4 Bonito, 2 Yellowtail"
1241,dana-wharf-sportfishing,2019-06-01,Helena,3/4 Day,18,"92 Vermilion Rockfish, 11 Rockfish, 3 Sanddab, 2 Sand Bass"
1242,dana-wharf-sportfishing,2019-06-01,San Mateo,1/2 Day PM,10,"4 Rockfish, 3 Calico Bass, 1 Sheephead"
1243,dana-wharf-sportfishing,2019-06-01,Sum Fun,3/4 Day,34,"165 Vermilion Rockfish, 45 Rockfish, 24 Whitefish, 13 Sculpin, 8 Bocaccio"
1244,dana-wharf-sportfishing,2019-06-02,Boardroom,1/2 Day AM,4,"20 Calico Bass Released, 1 Calico Bass"
1245,dana-wharf-sportfishing,2019-06-02,Clemente,3/4 Day,31,"54 Vermilion Rockfish, 53 Sculpin, 47 Rockfish, 18 Whitefish, 12 Bocaccio"
1246,dana-wharf-sportfishing,2019-06-02,Dana Pride,Full Day,47,"43 Whitefish, 8 Calico Bass Released, 3 Rockfish, 1 Bonito, 1 Calico Bass, 1 Sheephead"
1247,dana-wharf-sportfishing,2019-06-02,Fury,Full Day,20,"25 Calico Bass Released, 16 Whitefish, 16 Calico Bass, 15 Blue Perch, 7 Bonito, 5 Sheephead, 3 Opaleye, 1 Triggerfish"
1248,dana-wharf-sportfishing,2019-06-02,Sum Fun,1/2 Day AM,33,"45 Calico Bass Released, 4 Calico Bass, 2 Sand Bass"
1249,dana-wharf-sportfishing,2019-06-02,Sum Fun,1/2 Day PM,49,"60 Calico Bass Released, 7 Calico Bass, 1 Whitefish, 1 Sand Bass, 1 Sheephead, 1 Blue Perch"
1250,dana-wharf-sportfishing,2019-06-02,Sum Fun,1/2 Day Twilight,22,"1 Sculpin, 1 Sheephead, 1 Calico Bass, 1 Calico Bass Released"
1251,dana-wharf-sportfishing,2019-06-03,Clemente,3/4 Day,29,"50 Rockfish, 46 Vermilion Rockfish, 32 Bocaccio, 21 Whitefish, 14 Sculpin"
1252,dana-wharf-sportfishing,2019-06-03,Reel Fun,1/2 Day AM,33,"2 Whitefish, 2 Rockfish, 2 Sheephead"
1253,dana-wharf-sportfishing,2019-06-03,Sum Fun,3/4 Day,19,"85 Vermilion Rockfish, 10 Rockfish"
1254,dana-wharf-sportfishing,2019-06-04,Clemente,3/4 Day,34,"82 Vermilion Rockfish, 78 Sculpin, 60 Rockfish, 21 Whitefish, 20 Bocaccio"
1255,dana-wharf-sportfishing,2019-06-04,Fury,Overnight,18,"125 Rockfish, 41 Whitefish, 25 Calico Bass Released, 11 Calico Bass, 10 Sheephead, 3 Yellowtail, 2 Lingcod, 2 Bonito, 2 Barracuda, 1 Triggerfish"
1256,dana-wharf-sportfishing,2019-06-04,Reel Fun,1/2 Day AM,15,"7 Vermilion Rockfish, 5 Calico Bass Released, 2 Sanddab, 1 Sargo, 1 Rockfish"
1257,dana-wharf-sportfishing,2019-06-04,Reel Fun,1/2 Day Twilight,17,"10 Calico Bass Released, 7 Calico Bass, 3 Sand Bass, 2 Rockfish, 1 Sculpin"
1258,dana-wharf-sportfishing,2019-06-04,Sum Fun,1/2 Day AM,32,"45 Calico Bass Released, 2 Sheephead, 1 Sand Bass"
1259,dana-wharf-sportfishing,2019-06-04,Sum Fun,1/2 Day PM,31,"55 Calico Bass Released, 3 Sheephead, 2 Calico Bass, 1 Sand Bass"
1260,dana-wharf-sportfishing,2019-06-05,Clemente,3/4 Day,29,"180 Vermilion Rockfish, 55 Rockfish, 30 Whitefish, 8 Sculpin"
1261,dana-wharf-sportfishing,2019-06-05,Reel Fun,1/2 Day Twilight,20,"26 Calico Bass Released, 2 Calico Bass, 1 Whitefish, 1 Sculpin"
1262,dana-wharf-sportfishing,2019-06-05,Sum Fun,1/2 Day AM,35,"42 Calico Bass Released, 3 Rockfish, 2 Sand Bass, 1 Calico Bass, 1 Sheephead"
1263,dana-wharf-sportfishing,2019-06-06,Clemente,3/4 Day,26,"65 Vermilion Rockfish, 49 Sculpin, 40 Rockfish, 20 Sanddab, 14 Bocaccio"
1264,dana-wharf-sportfishing,2019-06-06,Sum Fun,1/2 Day AM,25,"105 Calico Bass Released, 12 Calico Bass, 2 Sheephead"
1265,dana-wharf-sportfishing,2019-06-07,Boardroom II,1/2 Day AM,4,28 Vermilion Rockfish
1266,dana-wharf-sportfishing,2019-06-07,Clemente,Full Day,15,"40 Calico Bass Released, 12 Blue Perch, 10 Calico Bass, 3 Yellowtail, 1 Opaleye, 1 Whitefish"
1267,dana-wharf-sportfishing,2019-06-07,Fury,Overnight,22,"90 Rockfish, 80 Whitefish, 33 Bonito, 16 Calico Bass, 9 Sheephead, 6 Yellowtail, 1 Lingcod, 1 Barracuda"
1268,dana-wharf-sportfishing,2019-06-07,Reel Fun,1/2 Day AM,25,"55 Calico Bass Released, 30 Calico Bass, 7 Sand Bass, 2 Sheephead, 1 Whitefish"
1269,dana-wharf-sportfishing,2019-06-07,Reel Fun,1/2 Day PM,27,"129 Calico Bass Released, 14 Mackerel, 8 Sand Bass, 6 Calico Bass, 3 Sheephead, 2 Whitefish, 1 Sculpin"
1270,dana-wharf-sportfishing,2019-06-07,Sum Fun,1/2 Day Twilight,18,"90 Calico Bass Released, 11 Calico Bass, 5 Sculpin, 2 Rockfish, 1 Sheephead"
1271,dana-wharf-sportfishing,2019-06-07,Sum Fun,3/4 Day,37,"130 Vermilion Rockfish, 35 Rockfish, 28 Whitefish, 25 Sculpin"
1272,dana-wharf-sportfishing,2019-06-08,Clemente,Full Day,30,"110 Calico Bass Released, 26 Calico Bass, 7 Blue Perch, 6 Bonito, 5 Whitefish, 2 Barracuda, 1 Sculpin, 1 Opaleye"
1273,dana-wharf-sportfishing,2019-06-08,Current,1/2 Day AM,2,"20 Calico Bass Released, 10 Calico Bass"
1274,dana-wharf-sportfishing,2019-06-08,Fury,Overnight,18,"150 Calico Bass Released, 36 Calico Bass, 14 Whitefish, 14 Yellowtail, 9 Sheephead, 6 Rockfish, 2 Bonito, 2 Barracuda"
1275,dana-wharf-sportfishing,2019-06-08,Helena,1/2 Day AM,21,86 Vermilion Rockfish
1276,dana-wharf-sportfishing,2019-06-08,Reel Fun,1/2 Day AM,45,"117 Calico Bass Released, 9 Calico Bass, 3 Sand Bass, 3 Whitefish, 1 Sculpin"
1277,dana-wharf-sportfishing,2019-06-08,Reel Fun,1/2 Day PM,35,"81 Calico Bass Released, 7 Calico Bass, 3 Whitefish, 3 Sand Bass"
1278,dana-wharf-sportfishing,2019-06-08,Reel Fun,1/2 Day Twilight,28,"30 Calico Bass Released, 12 Calico Bass, 2 Sculpin"
1279,dana-wharf-sportfishing,2019-06-08,San Mateo,1/2 Day Twilight,9,"50 Calico Bass Released, 2 Calico Bass, 2 Sculpin, 1 Rockfish"
1280,dana-wharf-sportfishing,2019-06-08,Sum Fun,1/2 Day Twilight,28,"30 Calico Bass Released, 12 Calico Bass, 2 Sculpin"
1281,dana-wharf-sportfishing,2019-06-08,Sum Fun,3/4 Day,10,"80 Vermilion Rockfish, 28 Whitefish, 20 Rockfish, 20 Sculpin, 3 Calico Bass, 2 Sand Bass"
1282,dana-wharf-sportfishing,2019-06-09,Clemente,3/4 Day,28,"260 Vermilion Rockfish, 30 Calico Bass Released, 3 Calico Bass"
1283,dana-wharf-sportfishing,2019-06-09,Fury,Overnight,22,"85 Calico Bass Released, 41 Calico Bass, 25 Sculpin, 22 Bonito, 15 Yellowtail, 13 Sheephead, 3 Barracuda"
1284,dana-wharf-sportfishing,2019-06-09,Reel Fun,1/2 Day AM,21,"57 Calico Bass Released, 6 Calico Bass, 2 Sheephead, 1 Rockfish, 1 Sand Bass"
1285,dana-wharf-sportfishing,2019-06-09,Sum Fun,1/2 Day AM,58,"200 Calico Bass Released, 26 Calico Bass, 6 Sheephead, 2 Sand Bass, 1 Whitefish, 1 Rockfish"
1286,dana-wharf-sportfishing,2019-06-09,Sum Fun,1/2 Day AM,40,"100 Calico Bass Released, 7 Calico Bass, 3 Whitefish, 2 Sheephead, 1 Sand Bass"
1287,dana-wharf-sportfishing,2019-06-09,Sum Fun,1/2 Day Twilight,52,"20 Calico Bass Released, 2 Sculpin"
1288,dana-wharf-sportfishing,2019-06-10,Dana Pride,3/4 Day,33,"162 Calico Bass Released, 37 Calico Bass, 5 Sand Bass, 4 Sculpin, 1 Rockfish"
1289,dana-wharf-sportfishing,2019-06-10,Fury,Full Day,35,"150 Calico Bass Released, 40 Calico Bass, 8 Whitefish, 3 Sheephead, 3 Blue Perch, 3 Barracuda, 2 Bonito, 1 Halibut"
1290,dana-wharf-sportfishing,2019-06-10,Reel Fun,1/2 Day AM,25,"35 Calico Bass Released, 6 Calico Bass, 1 Sand Bass, 1 Whitefish"
1291,dana-wharf-sportfishing,2019-06-10,Reel Fun,1/2 Day PM,24,"120 Calico Bass Released, 45 Calico Bass, 1 Sheephead, 1 Sculpin, 1 Sand Bass"
1292,dana-wharf-sportfishing,2019-06-10,Reel Fun,1/2 Day Twilight,16,"81 Calico Bass Released, 6 Calico Bass, 6 Sheephead, 5 Rockfish, 2 Whitefish, 2 Sand Bass"
1293,dana-wharf-sportfishing,2019-06-10,San Mateo,3/4 Day,8,"20 Calico Bass Released, 4 Calico Bass"
1294,dana-wharf-sportfishing,2019-06-10,Sum Fun,3/4 Day,25,"150 Calico Bass Released, 34 Calico Bass, 1 Sheephead"
1295,dana-wharf-sportfishing,2019-06-11,Dana Pride,3/4 Day,40,"394 Calico Bass Released, 20 Calico Bass, 14 Whitefish, 6 Sand Bass, 3 Sheephead, 2 Sculpin, 1 Halibut"
1296,dana-wharf-sportfishing,2019-06-11,Fury,Overnight,23,"100 Calico Bass Released, 25 Calico Bass, 25 Yellowtail, 21 Rockfish, 19 Whitefish, 15 Bonito, 5 Barracuda, 1 Sheephead"
1297,dana-wharf-sportfishing,2019-06-11,Reel Fun,1/2 Day AM,37,"250 Calico Bass Released, 38 Calico Bass, 5 Sand Bass, 1 Sheephead"
1298,dana-wharf-sportfishing,2019-06-11,Reel Fun,1/2 Day PM,11,"90 Calico Bass Released, 8 Calico Bass, 1 Sand Bass, 1 Sheephead"
1299,dana-wharf-sportfishing,2019-06-11,Sum Fun,3/4 Day,25,"150 Calico Bass Released, 24 Calico Bass, 2 Sand Bass"
1300,dana-wharf-sportfishing,2019-06-12,Clemente,2 Day,21,"143 Calico Bass Released, 68 Calico Bass, 19 Whitefish, 10 Barracuda, 9 Bonito, 8 Sheephead, 3 Yellowtail, 1 Opaleye"
1301,dana-wharf-sportfishing,2019-06-12,Dana Pride,3/4 Day,40,"250 Calico Bass Released, 46 Calico Bass, 5 Sand Bass, 1 Blue Perch"
1302,dana-wharf-sportfishing,2019-06-12,Reel Fun,1/2 Day AM,24,"62 Calico Bass Released, 12 Calico Bass, 8 Sand Bass, 1 Halibut"
1303,dana-wharf-sportfishing,2019-06-12,Reel Fun,1/2 Day PM,30,"75 Calico Bass Released, 12 Calico Bass, 4 Sand Bass"
1304,dana-wharf-sportfishing,2019-06-12,San Mateo,1/2 Day PM,9,"75 Calico Bass Released, 10 Calico Bass, 1 Sheephead"
1305,dana-wharf-sportfishing,2019-06-12,Sum Fun,1/2 Day Twilight,35,"100 Calico Bass Released, 13 Calico Bass, 3 Sheephead, 1 Sand Bass"
1306,dana-wharf-sportfishing,2019-06-12,Sum Fun,3/4 Day,25,"90 Calico Bass Released, 8 Calico Bass, 4 Sand Bass"
1307,dana-wharf-sportfishing,2019-06-13,Clemente,3/4 Day,31,"150 Calico Bass Released, 11 Calico Bass, 4 Sheephead, 4 Rockfish, 4 Sand Bass, 2 Whitefish"
1308,dana-wharf-sportfishing,2019-06-13,Dana Pride,3/4 Day,31,"190 Calico Bass Released, 13 Calico Bass, 1 Sand Bass, 1 Sculpin"
1309,dana-wharf-sportfishing,2019-06-13,Fury,Full Day,21,"125 Calico Bass Released, 37 Calico Bass, 10 Bonito, 7 Barracuda, 5 Blue Perch, 1 Yellowtail"
1310,dana-wharf-sportfishing,2019-06-13,Fury,1.5 Day,20,"200 Whitefish, 40 Rockfish, 36 Sheephead, 11 Yellowtail, 10 Calico Bass, 5 Sculpin"
1311,dana-wharf-sportfishing,2019-06-13,Reel Fun,1/2 Day AM,26,"50 Calico Bass Released, 15 Calico Bass, 3 Sheephead, 1 Whitefish"
1312,dana-wharf-sportfishing,2019-06-13,Reel Fun,1/2 Day PM,32,"182 Calico Bass Released, 18 Calico Bass, 2 Sheephead, 1 Whitefish"
1313,dana-wharf-sportfishing,2019-06-13,Sum Fun,3/4 Day,25,"100 Calico Bass Released, 7 Calico Bass, 7 Sand Bass, 2 Sheephead"
1314,dana-wharf-sportfishing,2019-06-14,Clemente,3/4 Day,27,"212 Calico Bass Released, 23 Calico Bass, 3 Sheephead, 2 Whitefish, 2 Sand Bass"
1315,dana-wharf-sportfishing,2019-06-14,Dana Pride,1/2 Day AM,46,"190 Calico Bass Released, 9 Calico Bass, 2 Sand Bass, 2 Whitefish, 1 Halibut"
1316,dana-wharf-sportfishing,2019-06-14,Dana Pride,1/2 Day PM,44,"100 Calico Bass Released, 6 Calico Bass, 4 Rockfish, 4 Sculpin, 3 Sand Bass, 2 Whitefish, 1 Lingcod"
1317,dana-wharf-sportfishing,2019-06-14,Fury,1/2 Day AM,39,"200 Calico Bass Released, 7 Mackerel, 3 Calico Bass, 2 Sand Bass"
1318,dana-wharf-sportfishing,2019-06-14,Fury,1/2 Day PM,42,"190 Calico Bass Released, 18 Mackerel, 7 Calico Bass, 2 Sand Bass, 1 Sheephead"
1319,dana-wharf-sportfishing,2019-06-14,Reel Fun,Full Day,18,"194 Calico Bass Released, 10 Rockfish, 6 Calico Bass, 4 Whitefish, 4 Vermilion Rockfish, 4 Sand Bass, 3 Sheephead, 3 Sculpin, 3 Bocaccio"
1320,dana-wharf-sportfishing,2019-06-14,San Mateo,3/4 Day,8,"10 Calico Bass Released, 2 Sheephead, 2 Calico Bass"
1321,dana-wharf-sportfishing,2019-06-14,Sum Fun,1/2 Day Twilight,27,"60 Calico Bass Released, 12 Calico Bass"
1322,dana-wharf-sportfishing,2019-06-14,Sum Fun,3/4 Day,24,"125 Calico Bass Released, 20 Calico Bass, 2 Sheephead"
1323,dana-wharf-sportfishing,2019-06-15,Boardroom II,1/2 Day AM,3,"30 Calico Bass Released, 10 Vermilion Rockfish, 2 Calico Bass"
1324,dana-wharf-sportfishing,2019-06-15,Boardroom II,1/2 Day PM,3,"56 Calico Bass Released, 4 Calico Bass"
1325,dana-wharf-sportfishing,2019-06-15,Clemente,Full Day,27,"65 Calico Bass Released, 11 Calico Bass, 10 Bonito, 4 Yellowtail, 3 Sheephead, 2 Barracuda, 2 Whitefish, 1 Sculpin, 1 Opaleye"
1326,dana-wharf-sportfishing,2019-06-15,Dana Pride,1/2 Day AM,77,"170 Calico Bass Released, 13 Calico Bass, 12 Sand Bass, 2 Whitefish, 2 Sheephead, 1 Sculpin"
1327,dana-wharf-sportfishing,2019-06-15,Dana Pride,1/2 Day PM,56,"230 Calico Bass Released, 27 Calico Bass, 6 Sand Bass, 1 Whitefish, 1 Sculpin"
1328,dana-wharf-sportfishing,2019-06-15,Fury,1/2 Day Twilight,27,"100 Calico Bass Released, 4 Calico Bass, 4 Sand Bass"
1329,dana-wharf-sportfishing,2019-06-15,Fury,Full Day,58,"175 Calico Bass Released, 35 Calico Bass, 12 Whitefish, 4 Blue Perch, 3 Yellowtail, 2 Sheephead, 2 Barracuda, 2 Rockfish, 1 Sargo"
1330,dana-wharf-sportfishing,2019-06-15,Helena,1/2 Day AM,14,"40 Calico Bass Released, 15 Calico Bass, 8 Sand Bass, 1 Sheephead"
1331,dana-wharf-sportfishing,2019-06-15,Helena,1/2 Day PM,18,"30 Calico Bass Released, 9 Calico Bass, 6 Sand Bass"
1332,dana-wharf-sportfishing,2019-06-15,Reel Fun,3/4 Day,26,"55 Calico Bass Released, 2 Calico Bass, 1 Sculpin, 1 Sheephead"
1333,dana-wharf-sportfishing,2019-06-15,San Mateo,3/4 Day,8,"17 Bocaccio, 15 Vermilion Rockfish, 7 Rockfish, 1 Sand Bass, 1 Whitefish"
1334,dana-wharf-sportfishing,2019-06-15,Sum Fun,1/2 Day Twilight,38,"90 Calico Bass Released, 8 Calico Bass, 2 Sculpin, 1 Rockfish, 1 Whitefish"
1335,dana-wharf-sportfishing,2019-06-15,Sum Fun,Full Day,24,"60 Calico Bass Released, 23 Calico Bass, 18 Whitefish, 13 Yellowtail, 8 Bonito, 3 Barracuda"
1336,dana-wharf-sportfishing,2019-06-16,Boardroom,1/2 Day PM,6,"55 Calico Bass Released, 4 Sand Bass, 4 Calico Bass"
1337,dana-wharf-sportfishing,2019-06-16,Boardroom II,1/2 Day AM,4,"20 Vermilion Rockfish, 20 Calico Bass Released"
1338,dana-wharf-sportfishing,2019-06-16,Clemente,1/2 Day Twilight,36,"40 Calico Bass Released, 2 Calico Bass"
1339,dana-wharf-sportfishing,2019-06-16,Clemente,3/4 Day,56,"178 Calico Bass Released, 18 Calico Bass, 4 Sand Bass, 3 Sculpin, 3 Sheephead, 1 Whitefish"
1340,dana-wharf-sportfishing,2019-06-16,Dana Pride,1/2 Day AM,43,"140 Calico Bass Released, 10 Calico Bass, 5 Sand Bass, 4 Whitefish, 1 Sheephead"
1341,dana-wharf-sportfishing,2019-06-16,Fury,Overnight,30,"100 Calico Bass Released, 90 Whitefish, 29 Bonito, 22 Calico Bass, 10 Sheephead, 3 Yellowtail"
1342,dana-wharf-sportfishing,2019-06-16,Reel Fun,1/2 Day AM,28,"149 Calico Bass Released, 9 Calico Bass, 3 Sand Bass, 1 Rockfish"
1343,dana-wharf-sportfishing,2019-06-16,Reel Fun,1/2 Day PM,37,"224 Calico Bass Released, 7 Calico Bass, 2 Blacksmith, 1 Rockfish, 1 Sand Bass"
1344,dana-wharf-sportfishing,2019-06-16,San Mateo,1/2 Day PM,8,"50 Calico Bass Released, 1 Calico Bass, 1 Sand Bass"
1345,dana-wharf-sportfishing,2019-06-16,Sum Fun,1/2 Day AM,34,"100 Calico Bass Released, 5 Whitefish, 4 Calico Bass, 2 Sculpin, 1 Sand Bass, 1 Sheephead"
1346,dana-wharf-sportfishing,2019-06-16,Sum Fun,1/2 Day PM,58,"75 Calico Bass Released, 1 Calico Bass, 1 Sand Bass"
1347,dana-wharf-sportfishing,2019-06-16,Sum Fun,1/2 Day Twilight,25,"75 Calico Bass Released, 6 Whitefish, 2 Calico Bass, 1 Sheephead"
1348,dana-wharf-sportfishing,2019-06-17,Boardroom,1/2 Day AM,5,"45 Calico Bass Released, 25 Calico Bass"
1349,dana-wharf-sportfishing,2019-06-17,Clemente,3/4 Day,28,"217 Calico Bass Released, 12 Calico Bass, 6 Sheephead, 1 Whitefish, 1 Rockfish"
1350,dana-wharf-sportfishing,2019-06-17,Fury,Overnight,21,"210 Whitefish, 165 Rockfish, 15 Sculpin, 13 Bonito, 12 Calico Bass, 2 Yellowtail, 1 Lingcod, 1 Sheephead"
1351,dana-wharf-sportfishing,2019-06-17,Reel Fun,1/2 Day AM,23,"201 Calico Bass Released, 39 Calico Bass, 3 Sculpin, 2 Sand Bass, 1 Whitefish, 1 Sheephead"
1352,dana-wharf-sportfishing,2019-06-17,Reel Fun,1/2 Day PM,33,"215 Calico Bass Released, 49 Calico Bass, 5 Sand Bass, 3 Sculpin, 2 Sheephead"
1353,dana-wharf-sportfishing,2019-06-17,San Mateo,3/4 Day,11,"198 Calico Bass Released, 28 Calico Bass"
1354,dana-wharf-sportfishing,2019-06-17,Sum Fun,3/4 Day,24,"100 Calico Bass Released, 14 Calico Bass, 1 Sculpin, 1 Sheephead, 1 Triggerfish"
1355,dana-wharf-sportfishing,2019-06-18,Clemente,1/2 Day AM,52,"210 Calico Bass Released, 16 Calico Bass, 5 Whitefish, 4 Sand Bass, 3 Sheephead, 1 Sculpin"
1356,dana-wharf-sportfishing,2019-06-18,Clemente,1/2 Day PM,48,"76 Calico Bass Released, 12 Calico Bass, 7 Sheephead, 6 Sand Bass, 3 Whitefish, 2 Rockfish"
1357,dana-wharf-sportfishing,2019-06-18,Dana Pride,3/4 Day,61,"94 Calico Bass Released, 5 Calico Bass, 3 Sheephead, 2 Rockfish, 1 Sand Bass"
1358,dana-wharf-sportfishing,2019-06-18,Fury,Overnight,20,"100 Calico Bass Released, 50 Calico Bass, 20 Whitefish, 18 Sheephead, 10 Rockfish, 7 Triggerfish, 6 Blue Perch, 6 Yellowtail, 1 Bonito"
1359,dana-wharf-sportfishing,2019-06-18,Reel Fun,1/2 Day AM,31,"95 Calico Bass Released, 19 Calico Bass, 5 Sand Bass"
1360,dana-wharf-sportfishing,2019-06-18,Sum Fun,3/4 Day,15,"43 Bocaccio, 25 Calico Bass Released, 22 Rockfish, 14 Vermilion Rockfish, 7 Whitefish, 5 Calico Bass, 4 Sculpin"
1361,dana-wharf-sportfishing,2019-06-19,Boardroom,1/2 Day PM,2,"35 Calico Bass Released, 10 Calico Bass"
1362,dana-wharf-sportfishing,2019-06-19,Clemente,3/4 Day,37,"250 Calico Bass Released, 27 Calico Bass, 16 Whitefish, 15 Sheephead, 8 Rockfish, 2 Sand Bass"
1363,dana-wharf-sportfishing,2019-06-19,Current,1/2 Day PM,2,"40 Calico Bass Released, 5 Calico Bass"
1364,dana-wharf-sportfishing,2019-06-19,Sum Fun,1/2 Day AM,24,"190 Calico Bass Released, 27 Calico Bass, 1 Whitefish, 1 Sheephead, 1 Sand Bass"
1365,dana-wharf-sportfishing,2019-06-19,Sum Fun,1/2 Day PM,29,"160 Calico Bass Released, 33 Calico Bass, 6 Sheephead, 4 Sand Bass, 1 Sculpin"
1366,dana-wharf-sportfishing,2019-06-20,Boardroom II,1/2 Day AM,2,"30 Calico Bass Released, 10 Vermilion Rockfish, 2 Calico Bass"
1367,dana-wharf-sportfishing,2019-06-20,Clemente,3/4 Day,29,"200 Calico Bass Released, 33 Calico Bass, 9 Whitefish, 7 Sand Bass, 3 Sheephead"
1368,dana-wharf-sportfishing,2019-06-20,Fury,Full Day,22,"150 Calico Bass Released, 11 Whitefish, 9 Calico Bass, 6 Sheephead, 2 Opaleye, 1 Barracuda, 1 Sand Bass"
1369,dana-wharf-sportfishing,2019-06-20,Reel Fun,1/2 Day AM,23,"100 Calico Bass Released, 16 Calico Bass, 2 Sand Bass, 2 Sculpin"
1370,dana-wharf-sportfishing,2019-06-20,Reel Fun,1/2 Day PM,25,"150 Calico Bass Released, 20 Calico Bass, 7 Sheephead"
1371,dana-wharf-sportfishing,2019-06-20,San Mateo,1/2 Day AM,6,"40 Calico Bass Released, 5 Calico Bass"
1372,dana-wharf-sportfishing,2019-06-20,Sum Fun,3/4 Day,19,"185 Calico Bass Released, 3 Rockfish, 2 Sheephead, 1 Whitefish"
1373,dana-wharf-sportfishing,2019-06-21,Boardroom,Full Day,4,"20 Calico Bass, 10 Bonito, 10 Calico Bass Released, 5 Barracuda"
1374,dana-wharf-sportfishing,2019-06-21,Clemente,1/2 Day Twilight,20,"55 Calico Bass Released, 2 Calico Bass"
1375,dana-wharf-sportfishing,2019-06-21,Clemente,3/4 Day,12,"55 Calico Bass Released, 20 Rockfish, 14 Calico Bass, 14 Vermilion Rockfish, 1 Sculpin, 1 Bocaccio"
1376,dana-wharf-sportfishing,2019-06-21,Dana Pride,3/4 Day,64,"100 Calico Bass Released, 24 Calico Bass, 14 Sand Bass, 8 Whitefish, 4 Rockfish, 2 Halibut"
1377,dana-wharf-sportfishing,2019-06-21,Fury,3/4 Day,26,"200 Calico Bass Released, 7 Sheephead, 6 Calico Bass, 6 Whitefish"
1378,dana-wharf-sportfishing,2019-06-21,Reel Fun,1/2 Day AM,25,"29 Calico Bass Released, 4 Mackerel, 1 Rockfish, 1 Calico Bass"
1379,dana-wharf-sportfishing,2019-06-21,Reel Fun,1/2 Day PM,39,"31 Calico Bass Released, 6 Calico Bass, 3 Sheephead, 1 Rockfish, 1 Sand Bass, 1 Whitefish"
1380,dana-wharf-sportfishing,2019-06-21,San Mateo,3/4 Day,11,"25 Rockfish, 10 Vermilion Rockfish, 7 Bocaccio, 3 Sculpin, 1 Calico Bass"
1381,dana-wharf-sportfishing,2019-06-21,Sum Fun,1/2 Day AM,30,"42 Calico Bass Released, 6 Sand Bass, 6 Calico Bass, 1 Sheephead"
1382,dana-wharf-sportfishing,2019-06-21,Sum Fun,1/2 Day PM,30,"44 Calico Bass Released, 16 Calico Bass"
1383,dana-wharf-sportfishing,2019-06-22,Boardroom II,1/2 Day AM,4,"50 Calico Bass Released, 10 Vermilion Rockfish, 6 Calico Bass"
1384,dana-wharf-sportfishing,2019-06-22,Clemente,1/2 Day AM,43,"50 Calico Bass Released, 9 Sheephead, 9 Calico Bass, 5 Whitefish, 3 Sand Bass, 1 Sculpin"
1385,dana-wharf-sportfishing,2019-06-22,Clemente,1/2 Day PM,48,"75 Calico Bass Released, 19 Calico Bass, 1 Sculpin, 1 Sand Bass"
1386,dana-wharf-sportfishing,2019-06-22,Clemente,1/2 Day Twilight,30,"120 Calico Bass Released, 4 Calico Bass, 1 Sheephead"
1387,dana-wharf-sportfishing,2019-06-22,Dana Pride,1/2 Day AM,53,"50 Calico Bass Released, 1 Calico Bass"
1388,dana-wharf-sportfishing,2019-06-22,Reel Fun,1/2 Day PM,8,"82 Calico Bass Released, 12 Calico Bass"
1389,dana-wharf-sportfishing,2019-06-22,San Mateo,1/2 Day AM,8,31 Vermilion Rockfish
1390,dana-wharf-sportfishing,2019-06-22,Sum Fun,3/4 Day,34,"65 Calico Bass Released, 12 Calico Bass, 2 Whitefish, 2 Sheephead, 2 Rockfish"
1391,dana-wharf-sportfishing,2019-06-23,Boardroom II,1/2 Day AM,2,"60 Calico Bass Released, 3 Calico Bass"
1392,dana-wharf-sportfishing,2019-06-23,Clemente,1/2 Day Twilight,30,"30 Calico Bass Released, 2 Calico Bass"
1393,dana-wharf-sportfishing,2019-06-23,Clemente,3/4 Day,26,"50 Calico Bass Released, 32 Bocaccio, 30 Rockfish, 28 Vermilion Rockfish, 15 Whitefish, 12 Sculpin, 12 Calico Bass"
1394,dana-wharf-sportfishing,2019-06-23,Dana Pride,3/4 Day,70,"200 Calico Bass Released, 1 Sand Bass, 1 Calico Bass"
1395,dana-wharf-sportfishing,2019-06-23,Fury,2 Day,21,"210 Rockfish, 85 Whitefish, 26 Yellowtail, 5 Calico Bass, 2 Sheephead"
1396,dana-wharf-sportfishing,2019-06-23,Reel Fun,1/2 Day PM,27,"117 Calico Bass Released, 8 Calico Bass, 2 Sheephead, 1 Whitefish, 1 Sand Bass"
1397,dana-wharf-sportfishing,2019-06-23,Reel Fun,1/2 Day Twilight,40,"70 Calico Bass Released, 12 Calico Bass"
